"","chunkNo","seed","reps","n_bar","J","alpha","type","p","s","default","cov_x","scale","base_mean_x","sigma_x","mean_r","sigma_r","snr","mean_noise","sigma_noise","mean_adj_r_squared","mean_agreement","mean_y_rmse_fixed","mean_beta_rmse_fixed","mean_sensitivity_fixed","mean_specificity_fixed","mean_precision_fixed","mean_recall_fixed","mean_F1_fixed","mean_y_rmse_mixed","mean_beta_rmse_mixed","mean_sensitivity_mixed","mean_specificity_mixed","mean_precision_mixed","mean_recall_mixed","mean_F1_mixed","sd_adj_r_squared","sd_agreement","sd_y_rmse_fixed","sd_beta_rmse_fixed","sd_sensitivity_fixed","sd_specificity_fixed","sd_precision_fixed","sd_recall_fixed","sd_F1_fixed","sd_y_rmse_mixed","sd_beta_rmse_mixed","sd_sensitivity_mixed","sd_specificity_mixed","sd_precision_mixed","sd_recall_mixed","sd_F1_mixed"
"1",44,411,20,50,5,0.5,3,12,4,1,0.25,1,0,1,0,2,0.2,0,1,0.138625421988252,0.554166666666667,70.861491257635,2.93120256865981,0.675,0.575,0.443809523809524,0.675,0.524365079365079,69.6974946162648,3.51787985667478,0.9625,0.05,0.336363636363636,0.9625,0.498333333333333,0.0446524285303999,0.130437298687488,22.5859238232877,0.675711382885558,0.282144046823417,0.159150706465353,0.160234641172036,0.282144046823417,0.185658994441839,22.1998341224995,1.04590131554418,0.0915868871331308,0.0628280862437543,0.0309344112444873,0.0915868871331308,0.0452090660058667
