"","chunkNo","seed","reps","n_bar","J","alpha","type","p","s","default","cov_x","scale","base_mean_x","sigma_x","mean_r","sigma_r","snr","mean_noise","sigma_noise","mean_adj_r_squared","mean_agreement","mean_y_rmse_fixed","mean_beta_rmse_fixed","mean_sensitivity_fixed","mean_specificity_fixed","mean_precision_fixed","mean_recall_fixed","mean_F1_fixed","mean_y_rmse_mixed","mean_beta_rmse_mixed","mean_sensitivity_mixed","mean_specificity_mixed","mean_precision_mixed","mean_recall_mixed","mean_F1_mixed","sd_adj_r_squared","sd_agreement","sd_y_rmse_fixed","sd_beta_rmse_fixed","sd_sensitivity_fixed","sd_specificity_fixed","sd_precision_fixed","sd_recall_fixed","sd_F1_fixed","sd_y_rmse_mixed","sd_beta_rmse_mixed","sd_sensitivity_mixed","sd_specificity_mixed","sd_precision_mixed","sd_recall_mixed","sd_F1_mixed"
"1",19,686,20,50,5,0.5,4,12,4,1,0.25,1,0,1,0,2,0.4,0,1,0.0917694632208943,0.604166666666667,23.5750165392904,3.17372015738215,0.8125,0.64375,0.60040404040404,0.8125,0.660815850815851,23.1370710998155,2.80403292022603,0.95,0.19375,0.393813131313131,0.95,0.543507326007326,0.0298964226843972,0.233951249482671,1.2754062024189,0.418635010055948,0.159666593414626,0.260550404255865,0.220742964562679,0.159666593414626,0.129082444615265,1.25508100492068,0.252572407944912,0.102597835208515,0.261180896174119,0.109340917349507,0.102597835208515,0.07244764665979
