"","chunkNo","seed","reps","n_bar","J","alpha","type","p","s","default","cov_x","scale","base_mean_x","sigma_x","mean_r","sigma_r","snr","mean_noise","sigma_noise","mean_adj_r_squared","mean_agreement","mean_y_rmse_fixed","mean_beta_rmse_fixed","mean_sensitivity_fixed","mean_specificity_fixed","mean_precision_fixed","mean_recall_fixed","mean_F1_fixed","mean_y_rmse_mixed","mean_beta_rmse_mixed","mean_sensitivity_mixed","mean_specificity_mixed","mean_precision_mixed","mean_recall_mixed","mean_F1_mixed","sd_adj_r_squared","sd_agreement","sd_y_rmse_fixed","sd_beta_rmse_fixed","sd_sensitivity_fixed","sd_specificity_fixed","sd_precision_fixed","sd_recall_fixed","sd_F1_fixed","sd_y_rmse_mixed","sd_beta_rmse_mixed","sd_sensitivity_mixed","sd_specificity_mixed","sd_precision_mixed","sd_recall_mixed","sd_F1_mixed"
"1",34,1301,20,50,5,0.5,1,12,4,1,0.25,1,0,1,0,2,1,0,1,0.409361567197296,0.695833333333333,9.92494497809735,0.467899950839723,0.95,0.375,0.441832611832612,0.95,0.598518148518148,9.73417525094444,0.55949624676024,0.9625,0.0625,0.36969696969697,0.9625,0.498333333333333,0.0724209432589678,0.158287158548644,3.84884784407044,0.163360260178174,0.102597835208515,0.162221421130763,0.0802784411974473,0.102597835208515,0.0759639175083031,3.72629846287751,0.228662996377963,0.167705098312484,0.223974270138805,0.148649129574841,0.167705098312484,0.0253051551505416
