"","X","chunkNo","seed","reps","n_bar","J","alpha","type","p","s","default","cov_x","scale","base_mean_x","sigma_x","mean_r","sigma_r","snr","mean_noise","sigma_noise","mean_adj_r_squared","mean_agreement","mean_y_rmse_fixed","mean_beta_rmse_fixed","mean_sensitivity_fixed","mean_specificity_fixed","mean_precision_fixed","mean_recall_fixed","mean_F1_fixed","mean_y_rmse_mixed","mean_beta_rmse_mixed","mean_sensitivity_mixed","mean_specificity_mixed","mean_precision_mixed","mean_recall_mixed","mean_F1_mixed","sd_adj_r_squared","sd_agreement","sd_y_rmse_fixed","sd_beta_rmse_fixed","sd_sensitivity_fixed","sd_specificity_fixed","sd_precision_fixed","sd_recall_fixed","sd_F1_fixed","sd_y_rmse_mixed","sd_beta_rmse_mixed","sd_sensitivity_mixed","sd_specificity_mixed","sd_precision_mixed","sd_recall_mixed","sd_F1_mixed"
"753",1,37,1304,20,50,5,0.5,1,12,4,1,0.25,1,0,1,0,2,1,0,1,0.431483192363089,0.725,10.9094701732523,0.531886051283576,0.925,0.36875,0.44290404040404,0.925,0.5900222000222,10.7290314008418,0.630128830765657,1,0.00625,0.334848484848485,1,0.501666666666667,0.0473943139834041,0.164681155694681,3.50529216501413,0.15132720721154,0.117540586495407,0.231112156641247,0.112687248612609,0.117540586495407,0.098066367156889,3.43809018781197,0.242515066841205,0,0.0279508497187474,0.00677596356818119,0,0.0074535599249993
"754",1,37,1354,20,50,5,0.5,2,12,4,1,0.25,1,0,1,0,2,1,0,1,0.400890674439726,0.733333333333333,9.69415603278241,0.500193560569176,0.8375,0.31875,0.38150974025974,0.8375,0.521736596736597,9.48751008419262,0.626691793970551,1,0.0125,0.336363636363636,1,0.503333333333333,0.0753496043432203,0.110156719831232,3.45547172920202,0.155074088952979,0.186289955092649,0.137380330699696,0.0733699519780878,0.186289955092649,0.100451108430599,3.37494538606546,0.298769087583009,0,0.0384741882031933,0.00932707592804686,0,0.0102597835208515
"755",1,37,1404,20,50,5,0.5,3,12,4,1,0.25,1,0,1,0,2,1,0,1,0.436668949923526,0.691666666666667,32.9666059639525,2.26268369142811,0.8625,0.39375,0.426428571428571,0.8625,0.565673215673216,32.4946936889544,2.36583107533407,1,0,0.333333333333333,1,0.5,0.0442491331383016,0.121214613212023,10.6337508566834,0.640671440690362,0.151201329707325,0.173371179235401,0.1086185390763,0.151201329707325,0.111757471014755,10.5238570023301,0.668849095901466,0,0,0,0,0
"756",1,37,1454,20,50,5,0.5,4,12,4,1,0.25,1,0,1,0,2,1,0,1,0.215292226905515,0.6625,16.7011690151173,2.79562766344695,0.95,0.45625,0.518380230880231,0.95,0.651439948939949,16.5122917782572,2.67132764858915,0.95,0.1,0.347059884559885,0.95,0.506375291375291,0.0466855437894742,0.231753738527855,0.853506228469348,0.280909283867324,0.102597835208515,0.32004060186499,0.185599970687265,0.102597835208515,0.146209681829584,1.04647131159083,0.410466665703589,0.130787090945149,0.138126562863271,0.0427311449160409,0.130787090945149,0.0562524357007593
"757",1,37,1504,20,50,5,0.5,5,12,4,1,0.25,1,0,1,0,2,1,0,1,0.421695588387022,0.7125,10.6209070073275,0.491105356594559,0.7125,NA,1,0.7125,0.828090384062924,10.4235773393934,0.570974439925574,1,NA,1,1,1,0.040929382964098,0.102864670081021,2.98161658076668,0.118541152718305,0.102864670081021,NA,0,0.102864670081021,0.0707619466098321,2.94998373186502,0.167059796381635,0,NA,0,0,0
"758",1,37,304,20,50,5,0.5,1,12,4,1,0.25,1,0,1,0,2,0.2,0,1,0.141975577220064,0.470833333333333,22.9575320517738,0.716968469268039,0.6125,0.5875,0.457222222222222,0.6125,NA,22.4809984618183,1.24656766312232,0.9625,0.06875,0.340530303030303,0.9625,0.499166666666667,0.0442554197165572,0.22985343664862,6.06945074415638,0.228704074668112,0.286482754142466,0.289906972374896,0.240494442235362,0.286482754142466,NA,5.78405092984893,0.398364987913432,0.167705098312484,0.174317277278802,0.0432391404419002,0.167705098312484,0.0697688330021331
"759",1,37,354,20,50,5,0.5,2,12,4,1,0.25,1,0,1,0,2,0.2,0,1,0.149539654147503,0.5125,23.2987232879814,0.631507332769291,0.6375,0.59375,0.4475,0.6375,0.516915584415584,22.9109290359823,1.01890691625004,1,0.04375,0.345252525252525,1,0.512673992673993,0.0339638106424326,0.158287158548644,8.3318581569424,0.150879476100081,0.206394486870474,0.151065296094803,0.120444127307397,0.206394486870474,0.13317846857721,8.22929764796792,0.318068195160253,0,0.101590962610906,0.0288237183288824,0,0.0302839810877979
"760",1,37,404,20,50,5,0.5,3,12,4,1,0.25,1,0,1,0,2,0.2,0,1,0.156464861167807,0.545833333333333,74.309529297113,3.04644135775014,0.675,0.56875,0.45297619047619,0.675,0.532092352092352,73.0573672029081,3.79365206737371,0.975,0.05,0.339393939393939,0.975,0.503333333333333,0.0583630485069205,0.144274247457861,19.3420719312626,0.546692471233789,0.164236671332947,0.174317277278802,0.0913936630569898,0.164236671332947,0.0884821499066502,19.2489947479874,0.903401127772596,0.0769483764063866,0.0628280862437543,0.0271038542727247,0.0769483764063866,0.0388429135084453
"761",1,37,454,20,50,5,0.5,4,12,4,1,0.25,1,0,1,0,2,0.2,0,1,0.0618718988713977,0.5875,30.951626713025,3.45768462115276,0.675,0.63125,NA,0.675,NA,30.2676114246911,2.9907217533044,0.9,0.225,0.392689393939394,0.9,0.527460317460317,0.0365132615927461,0.266933802600495,1.8239273053701,0.471898593397644,0.325455146881377,0.293781493272591,NA,0.325455146881377,NA,1.62204423892786,0.400448419630235,0.17013926184468,0.28562028528874,0.102851095142337,0.17013926184468,0.0601150806127802
"762",1,37,504,20,50,5,0.5,5,12,4,1,0.25,1,0,1,0,2,0.2,0,1,0.142666296235586,0.591666666666667,22.3771590236254,0.749647990884382,0.554166666666667,NA,1,0.554166666666667,0.695378888397464,22.001910283083,1.1662045684417,0.9375,NA,1,0.9375,0.951127819548872,0.0531600757427969,0.210991809935005,7.40135980213311,0.232030542095229,0.195480738944392,NA,0,0.195480738944392,0.150336205464404,7.29465764988277,0.425320103278826,0.203900202053997,NA,0,0.203900202053997,0.167282672641256
"763",1,37,554,20,50,5,0.5,1,12,4,1,0.25,1,0,1,0,2,0.4,0,1,0.236214260960689,0.658333333333333,13.8850588833148,0.574053127551003,0.8,0.43125,0.415515873015873,0.8,0.542915972915973,13.6602117435625,0.70931032079669,0.95,0.08125,0.372943722943723,0.95,0.498939393939394,0.0483270716008552,0.134913877662622,3.07412076389665,0.148459121203592,0.173963093484615,0.137380330699696,0.074697644109872,0.173963093484615,0.0968498605873009,3.00944882373378,0.212302120347129,0.173963093484615,0.244259757118049,0.149217847382669,0.173963093484615,0.026312623655691
"764",1,37,604,20,50,5,0.5,2,12,4,1,0.25,1,0,1,0,2,0.4,0,1,0.240518096762744,0.5875,15.4356253254109,0.520973879810942,0.775,0.525,0.45593253968254,0.775,0.567465034965035,15.1434583395843,0.747319229300627,0.9625,0.05,0.336066017316017,0.9625,0.496515151515152,0.0454824937455305,0.12817602571172,3.49969772720267,0.163235283981436,0.241976510386747,0.165235079746848,0.147504777133356,0.241976510386747,0.168533546004954,3.47731890813184,0.24945918415581,0.122340121232398,0.117540586495407,0.0173066474350246,0.122340121232398,0.0329068703155221
"765",1,37,654,20,50,5,0.5,3,12,4,1,0.25,1,0,1,0,2,0.4,0,1,0.25572814370946,0.629166666666667,52.8124976257107,2.70974096814745,0.7625,0.45,0.413988095238095,0.7625,0.532521367521367,51.8412482274816,3.05496026117009,1,0.0375,0.342424242424242,1,0.51,0.0378520904896451,0.095494251380822,13.4675244085184,0.667495805784511,0.171583185288315,0.14845697586914,0.087275084740821,0.171583185288315,0.106333671929337,13.2071539226396,0.780135123943851,0,0.0587702932477034,0.0142473438176251,0,0.0156720781993876
"766",1,37,704,20,50,5,0.5,4,12,4,1,0.25,1,0,1,0,2,0.4,0,1,0.112432024133047,0.6625,22.7798932053061,3.12830565022729,0.8375,0.5125,0.518149350649351,0.8375,0.611825119325119,22.409958375387,2.85085720294857,0.9625,0.14375,0.390454545454545,0.9625,0.530238095238095,0.0384101915350304,0.201375024729472,0.899472904421978,0.293480326579024,0.186289955092649,0.305917515542653,0.192968663536649,0.186289955092649,0.138967287185365,0.839158965470641,0.277779161861623,0.122340121232398,0.247603646559322,0.148458074596856,0.122340121232398,0.0419786032028792
"767",1,37,754,20,50,5,0.5,5,12,4,1,0.25,1,0,1,0,2,0.4,0,1,0.235236198529233,0.604166666666667,15.5077643283224,0.589866019905237,0.633333333333333,NA,1,0.633333333333333,0.760501626071689,15.2550200074242,0.829140881191379,0.954166666666667,NA,1,0.954166666666667,0.962111801242236,0.0481031839160958,0.187073100763418,4.58720600162218,0.131768693389829,0.190029237516523,NA,0,0.190029237516523,0.136532836882334,4.49848529404983,0.260018318697143,0.186289955092649,NA,0,0.186289955092649,0.159503197245424
"768",1,37,804,20,50,5,0.5,1,12,4,1,0.25,1,0,1,0,2,0.6,0,1,0.316265239037886,0.658333333333333,12.3807040521356,0.53889076076697,0.8,0.4375,0.42047619047619,0.8,0.544482461982462,12.1073489701195,0.705703405452711,1,0.0375,0.343434343434343,1,0.510769230769231,0.0604825760593281,0.14281014264437,4.3656853628473,0.231016248455778,0.237863295546877,0.18362218074938,0.136879569800879,0.237863295546877,0.160231679675959,4.27049859423824,0.345419106361624,0,0.0915868871331308,0.0262176034150727,0,0.0274604176124664
"769",1,37,854,20,50,5,0.5,2,12,4,1,0.25,1,0,1,0,2,0.6,0,1,0.302816698335794,0.65,11.9546193329256,0.547557321729659,0.775,0.3875,0.392784992784993,0.775,0.514512154512154,11.7181364495799,0.671267421113271,0.95,0.05,0.330681818181818,0.95,0.48724358974359,0.042874163431487,0.147096658359681,3.33147387324472,0.102633947048989,0.197017231413103,0.185404962177392,0.0745503672981987,0.197017231413103,0.0965618602120775,3.27347609178427,0.150950027897532,0.173963093484615,0.14845697586914,0.0201600274618867,0.173963093484615,0.0570484009644177
"770",1,37,904,20,50,5,0.5,3,12,4,1,0.25,1,0,1,0,2,0.6,0,1,0.341445808002331,0.6625,43.5110775399327,2.46873123276459,0.8,0.425,0.414305555555556,0.8,0.539515484515484,42.9822170372025,2.6520630913628,0.975,0.03125,0.334848484848485,0.975,0.498333333333333,0.0333891413666406,0.133757548838729,7.24047516227468,0.655498882660251,0.208377188366623,0.169169799469739,0.0952600638648775,0.208377188366623,0.117269468636551,7.27012818074443,0.690572403017118,0.0769483764063866,0.0555327072899149,0.0250175135600575,0.0769483764063866,0.0366347548532523
"771",1,37,954,20,50,5,0.5,4,12,4,1,0.25,1,0,1,0,2,0.6,0,1,0.151833965209246,0.6125,20.0767518207327,2.92272730969329,0.9125,0.60625,0.596309523809524,0.9125,0.691488788988789,19.6141292611576,2.60144616284663,0.95,0.09375,0.356060606060606,0.95,0.506904761904762,0.0418293750981734,0.179902101382589,0.877677323465191,0.339693951582333,0.1467857371531,0.260550404255865,0.188094669690247,0.1467857371531,0.107089573750832,0.877621123367872,0.270889916862266,0.130787090945149,0.193967407734284,0.0779584609119553,0.130787090945149,0.0416990565120997
"772",1,38,1005,20,50,5,0.5,5,12,4,1,0.25,1,0,1,0,2,0.6,0,1,0.315593234087489,0.7375,11.9466276376717,0.495421387384142,0.7125,NA,1,0.7125,0.826837251230844,11.7607745918953,0.582295322552851,0.966666666666667,NA,1,0.966666666666667,0.978787878787879,0.053049547450167,0.115580786156934,3.27711130461091,0.157061392985488,0.116211518185868,NA,0,0.116211518185868,0.0821029703124647,3.27303360171879,0.219303272813431,0.11597539565641,NA,0,0.11597539565641,0.0762186923456286
"773",1,38,1055,20,50,5,0.5,1,12,4,1,0.25,1,0,1,0,2,0.8,0,1,0.36235444721874,0.741666666666667,9.74996973390021,0.423109101475741,0.9375,0.375,0.433737373737374,0.9375,0.58957042957043,9.55043818014174,0.513451839851356,1,0.03125,0.341919191919192,1,0.509102564102564,0.0529218180596285,0.134913877662622,2.80860435015735,0.0933838659578853,0.137529901055045,0.151744244666721,0.0653363230002556,0.137529901055045,0.0776133185132577,2.74757427064113,0.115013107308537,0,0.0895437999264224,0.025861866817373,0,0.0270269828376754
"774",1,38,1105,20,50,5,0.5,2,12,4,1,0.25,1,0,1,0,2,0.8,0,1,0.358417114120556,0.708333333333333,10.3227081330678,0.489614236712225,0.875,0.375,0.423506493506493,0.875,0.56476023976024,10.1685068101042,0.564627851903607,1,0.025,0.33969696969697,1,0.506904761904762,0.062066715435847,0.139180979408969,3.80816342894295,0.107391144212338,0.190221477563171,0.210731807605881,0.111989290921844,0.190221477563171,0.127127000966637,3.766934674518,0.17076434545693,0,0.0653935454725746,0.0169691273543042,0,0.0183112681720699
"775",1,38,1155,20,50,5,0.5,3,12,4,1,0.25,1,0,1,0,2,0.8,0,1,0.391448328277909,0.691666666666667,38.011950658589,2.41120318700278,0.8125,0.375,0.405106421356421,0.8125,0.533566433566434,37.3406940245266,2.66678005550817,1,0.00625,0.334848484848485,1,0.501666666666667,0.0328258264161738,0.132728893102924,10.096111086191,0.465190397490417,0.196599378914262,0.190221477563171,0.111515198684396,0.196599378914262,0.124696813647027,9.79153943433653,0.625425049152674,0,0.0279508497187474,0.00677596356818119,0,0.0074535599249993
"776",1,38,1205,20,50,5,0.5,4,12,4,1,0.25,1,0,1,0,2,0.8,0,1,0.18210719122459,0.633333333333333,18.3470496101497,2.78956374654482,0.9375,0.5625,0.568935786435786,0.9375,0.681130813630814,18.0011864368214,2.4991294266778,0.9625,0.1625,0.389505772005772,0.9625,0.541043123543124,0.0287341199251664,0.234770013128439,1.08780967275715,0.267224321493123,0.159666593414626,0.273560827451208,0.172220822223869,0.159666593414626,0.116740555475715,1.07583518936007,0.206766471521291,0.0915868871331308,0.275358617844172,0.115486432843329,0.0915868871331308,0.0815527415002278
"777",1,38,1255,20,50,5,0.5,5,12,4,1,0.25,1,0,1,0,2,0.8,0,1,0.349772358417363,0.704166666666667,9.89143608552208,0.445786306150347,0.733333333333333,NA,1,0.733333333333333,0.841537044191506,9.71018869796262,0.543893054470328,0.9375,NA,1,0.9375,0.956159420289855,0.0603680349497566,0.119315175527303,3.04000638253079,0.0953319062088437,0.11342617456312,NA,0,0.11342617456312,0.0743715143157352,2.99386900081162,0.143444256713716,0.181116985876807,NA,0,0.181116985876807,0.13069883857514
"778",1,38,1305,20,50,5,0.5,1,12,4,1,0.25,1,0,1,0,2,1,0,1,0.390284229787789,0.75,9.00290191865896,0.456862305335446,0.9,0.3125,0.400151515151515,0.9,0.551365301365301,8.85011359284381,0.517079979001158,0.95,0.0625,0.340800865800866,0.95,0.494848484848485,0.0605985580182879,0.117851130197758,2.78277765824887,0.119343883962759,0.14956076040403,0.154430192030336,0.0730637743620559,0.14956076040403,0.0911074481857036,2.74292378329026,0.157310973108213,0.153896752812773,0.18362218074938,0.0396354070154958,0.153896752812773,0.0317683972942819
"779",1,38,1355,20,50,5,0.5,2,12,4,1,0.25,1,0,1,0,2,1,0,1,0.41187587279202,0.733333333333333,9.81214666598189,0.426640820023949,0.9,0.3625,0.412891414141414,0.9,0.563178488178488,9.63312384315467,0.506315235808437,1,0.0125,0.336666666666667,1,0.503571428571429,0.0388689872692837,0.12853197203909,2.32664776828448,0.143869066477992,0.205195670417031,0.133894105840949,0.0837791002400854,0.205195670417031,0.114224994267557,2.25857371960571,0.192743210462622,0,0.0559016994374947,0.0149071198499986,0,0.0159719141249985
"780",1,38,1405,20,50,5,0.5,3,12,4,1,0.25,1,0,1,0,2,1,0,1,0.438019266654451,0.691666666666667,31.63889066685,2.38806856491777,0.825,0.36875,0.397288961038961,0.825,0.532549117549118,31.1783310272696,2.5458168404012,0.9875,0,0.33030303030303,0.9875,0.495,0.045937674079156,0.118160857749483,7.58928878234854,0.54127038311626,0.164236671332947,0.131257831846533,0.0576960216090196,0.164236671332947,0.0738634945935383,7.58158350195068,0.586763360315847,0.0559016994374947,0,0.0135519271363624,0.0559016994374947,0.0223606797749979
"781",1,38,1455,20,50,5,0.5,4,12,4,1,0.25,1,0,1,0,2,1,0,1,0.211155095047167,0.679166666666667,16.7541267727861,2.77029533791082,0.9125,0.49375,0.510569985569986,0.9125,0.640207015207015,16.5446046757718,2.60460343259797,0.9,0.11875,0.346888528138528,0.9,0.495454545454545,0.0479630893281843,0.215066629142599,1.09277484244308,0.325874848115687,0.122340121232398,0.258013030066721,0.149519913483494,0.122340121232398,0.120439002744789,1.1888655820084,0.345422963694575,0.14956076040403,0.212577385290256,0.0852110148069557,0.14956076040403,0.0899067549764845
"782",1,38,1505,20,50,5,0.5,5,12,4,1,0.25,1,0,1,0,2,1,0,1,0.394154489421719,0.733333333333333,8.841877899198,0.468570021073841,0.716666666666667,NA,1,0.716666666666667,0.831207267179807,8.63998186778708,0.531882067796767,0.925,NA,1,0.925,0.951334858886346,0.0551116459475017,0.103307863301314,2.39284210008154,0.115258999881142,0.0989713172460936,NA,0,0.0989713172460936,0.0685705259809283,2.32381047911819,0.147819299718081,0.172909400608277,NA,0,0.172909400608277,0.11378621222565
"783",1,38,305,20,50,5,0.5,1,12,4,1,0.25,1,0,1,0,2,0.2,0,1,0.152876924730146,0.529166666666667,21.306370237708,0.644416619251363,0.6625,0.55,0.433690476190476,0.6625,0.515126262626263,20.8755366341281,1.05979551716028,0.9625,0.08125,0.349393939393939,0.9625,0.506666666666667,0.0373583666968974,0.102151561517521,5.10999024652565,0.133356964177619,0.203181925221812,0.173963093484615,0.129939750743368,0.203181925221812,0.141040224483222,4.9430018581376,0.330775202740665,0.122340121232398,0.173371179235401,0.0409412715296585,0.122340121232398,0.0269108050968073
"784",1,38,355,20,50,5,0.5,2,12,4,1,0.25,1,0,1,0,2,0.2,0,1,0.139178197405716,0.5,21.8372312192469,0.672990833494643,0.575,0.5625,0.391666666666667,0.575,0.459455266955267,21.4324489967188,1.13534507116996,0.9625,0.04375,0.341666666666667,0.9625,0.491666666666667,0.0360175473281788,0.140487871737254,6.35795905520492,0.176900080093508,0.270233816887291,0.149009890169817,0.146522526248267,0.270233816887291,0.183089801982759,6.22165684824105,0.406225086788457,0.167705098312484,0.195655948031232,0.0372677996249965,0.167705098312484,0.0372677996249965
"785",1,38,405,20,50,5,0.5,3,12,4,1,0.25,1,0,1,0,2,0.2,0,1,0.141837048172554,0.570833333333333,77.3720950761906,2.89851190682547,0.6625,0.51875,0.439410173160173,0.6625,0.514310411810412,76.034371040315,3.85211242239588,0.975,0.04375,0.337878787878788,0.975,0.501666666666667,0.0347642834520325,0.179902101382589,22.053602135536,0.869772772968999,0.233325501121682,0.269853152073884,0.179896573385108,0.233325501121682,0.180995424521599,21.2844245067132,1.27758158422051,0.0769483764063866,0.0611700606161991,0.0265179993913764,0.0769483764063866,0.0381977005523288
"786",1,38,455,20,50,5,0.5,4,12,4,1,0.25,1,0,1,0,2,0.2,0,1,0.0720513548971917,0.508333333333333,31.2002472522507,3.34196702848961,0.6375,0.70625,NA,0.6375,NA,30.4892818861487,2.96523846905377,0.9,0.1375,0.346028138528139,0.9,0.493163503163503,0.0373622921665121,0.210991809935005,1.52530240747949,0.634679443393394,0.329223568255277,0.244259757118049,NA,0.329223568255277,NA,1.42522417945954,0.525845202745278,0.188484258731263,0.180915071671474,0.0504256038166185,0.188484258731263,0.0606096977888748
"787",1,38,505,20,50,5,0.5,5,12,4,1,0.25,1,0,1,0,2,0.2,0,1,0.136337469207935,0.525,22.2732285688366,0.604226920335328,0.5125,NA,1,0.5125,0.668524251805986,21.8126693942999,1.11077943218129,0.9875,NA,1,0.9875,0.993280632411067,0.0412661239686216,0.124193303395099,7.81023039764157,0.15068800127951,0.12760444638351,NA,0,0.12760444638351,0.114514965526172,7.53924836924592,0.4585416486398,0.0407800404107994,NA,0,0.0407800404107994,0.0220666740420163
"788",1,38,555,20,50,5,0.5,1,12,4,1,0.25,1,0,1,0,2,0.4,0,1,0.241755960991235,0.595833333333333,14.8137299556413,0.524130307779373,0.7375,0.48125,0.42547619047619,0.7375,0.533823953823954,14.5888166211864,0.737374121863951,1,0.01875,0.337878787878788,1,0.505,0.0338314392701652,0.138588857218137,3.73973176705497,0.109297688400381,0.151201329707325,0.168561054064598,0.0968029336968241,0.151201329707325,0.100367083937524,3.68317258189703,0.22435024513951,0,0.0457934435665654,0.0111014408646219,0,0.0122115849510841
"789",1,38,605,20,50,5,0.5,2,12,4,1,0.25,1,0,1,0,2,0.4,0,1,0.233146434493346,0.595833333333333,15.518952380687,0.575915808399353,0.65,0.43125,0.367599206349206,0.65,NA,15.2334129837355,0.823686561003009,1,0,0.333333333333333,1,0.5,0.0461357665715231,0.112374036043066,4.18841632510686,0.164345405231917,0.296913951738281,0.19226403856758,0.171768170302137,0.296913951738281,NA,4.056635548936,0.22932481642309,0,0,0,0,0
"790",1,38,655,20,50,5,0.5,3,12,4,1,0.25,1,0,1,0,2,0.4,0,1,0.257506208350335,0.641666666666667,52.8835126193246,2.406580280337,0.775,0.4625,0.435999278499278,0.775,0.547407037407037,52.1019617586971,2.83531305249784,0.9875,0.05625,0.343939393939394,0.9875,0.51,0.0381102575857766,0.15077771098095,11.798285749164,0.458158678730406,0.138126562863271,0.186289955092649,0.0991190699148794,0.138126562863271,0.0803317370363664,11.3823026279606,0.744167909041598,0.0559016994374947,0.063802223191755,0.0225806006172908,0.0559016994374947,0.0307793505625546
"791",1,38,705,20,50,5,0.5,4,12,4,1,0.25,1,0,1,0,2,0.4,0,1,0.121398536793943,0.645833333333333,23.1069650405044,3.0386572858637,0.8375,0.5,0.477288961038961,0.8375,0.596560939060939,22.6962778346051,2.85880841853845,0.95,0.0625,0.336363636363636,0.95,0.495,0.0295810688087197,0.187073100763418,1.25932663264777,0.314209769777717,0.167705098312484,0.22213082915966,0.115267085756984,0.167705098312484,0.10189048159229,1.31419194849116,0.37920466873632,0.130787090945149,0.118238162865865,0.0258255038250543,0.130787090945149,0.0436292192450177
"792",1,38,755,20,50,5,0.5,5,12,4,1,0.25,1,0,1,0,2,0.4,0,1,0.245424916270749,0.625,14.8355481524219,0.528822602403625,0.620833333333333,NA,1,0.620833333333333,0.754226111081004,14.6087250329854,0.764537629195739,0.979166666666667,NA,1,0.979166666666667,0.988932806324111,0.0275765806555969,0.158805850791506,4.00950134153257,0.137265565000974,0.161034212339675,NA,0,0.161034212339675,0.126081780599942,3.91129076645481,0.275463616189679,0.0458433003516817,NA,0,0.0458433003516817,0.0245869935636179
"793",1,38,805,20,50,5,0.5,1,12,4,1,0.25,1,0,1,0,2,0.6,0,1,0.326576527413689,0.629166666666667,13.8580704929646,0.522117560629777,0.8125,0.51875,0.468630952380952,0.8125,0.587192252192252,13.6418391509206,0.707479736654329,0.9875,0.075,0.359848484848485,0.9875,0.521666666666667,0.0584933767721359,0.161034212339675,4.19368349803906,0.173275259791414,0.196599378914262,0.168561054064598,0.115633333422783,0.196599378914262,0.12633331988703,4.15961016061634,0.231028462122568,0.0559016994374947,0.212287044997297,0.0813524163704811,0.0559016994374947,0.069480107801564
"794",1,38,855,20,50,5,0.5,2,12,4,1,0.25,1,0,1,0,2,0.6,0,1,0.277892966749497,0.679166666666667,11.4653626128458,0.496454991509265,0.875,0.38125,0.419246031746032,0.875,0.562253857253857,11.2255626124695,0.607183141027133,0.9375,0.08125,0.345,0.9375,0.490238095238095,0.0587060306775341,0.146286888685109,3.56300934756932,0.106466881958683,0.172061800402921,0.164611784127638,0.0752992047089962,0.172061800402921,0.0928897098818461,3.47580778520618,0.173205787645211,0.196599378914262,0.223146606281021,0.0394034462826206,0.196599378914262,0.046438370535862
"795",1,38,905,20,50,5,0.5,3,12,4,1,0.25,1,0,1,0,2,0.6,0,1,0.33917775144034,0.658333333333333,48.2473457875314,2.65610726814118,0.8625,0.41875,0.430878427128427,0.8625,0.571573426573427,47.6533325888408,2.92283651025745,1,0.025,0.339393939393939,1,0.506666666666667,0.0441036500998501,0.104363848460552,16.9055558835697,0.695034250267216,0.171583185288315,0.158503486596219,0.0847164011365231,0.171583185288315,0.106560960568353,16.7026926583824,0.741454685625527,0,0.0512989176042577,0.0124361012373958,0,0.0136797113611354
"796",1,38,955,20,50,5,0.5,4,12,4,1,0.25,1,0,1,0,2,0.6,0,1,0.165123887459371,0.5625,19.7236237478221,2.87076540353483,0.9,0.54375,0.521673881673882,0.9,0.646343656343656,19.5664573661743,2.77508913096664,0.9125,0.06875,0.326911976911977,0.9125,0.4802331002331,0.0366796654432261,0.181116985876807,1.10475769770458,0.241920826577283,0.14956076040403,0.215650027151694,0.108447571159858,0.14956076040403,0.081364975735218,1.05879855521411,0.417369998063938,0.167705098312484,0.094894331814531,0.0405461242278275,0.167705098312484,0.067097910036049
"797",1,39,1006,20,50,5,0.5,5,12,4,1,0.25,1,0,1,0,2,0.6,0,1,0.304645023877293,0.7,11.8815503320197,0.519183080578286,0.704166666666667,NA,1,0.704166666666667,0.819024432739603,11.6627120991179,0.675524969761314,0.945833333333333,NA,1,0.945833333333333,0.95776397515528,0.051051883638994,0.146598867902093,4.02516863161741,0.154000908670329,0.136462727597655,NA,0,0.136462727597655,0.0976244203316385,3.95560070646507,0.231155072298597,0.185897145050729,NA,0,0.185897145050729,0.158976582725041
"798",1,39,1056,20,50,5,0.5,1,12,4,1,0.25,1,0,1,0,2,0.8,0,1,0.359297433339283,0.720833333333333,10.4257117974697,0.427235255312788,0.925,0.4,0.444451659451659,0.925,0.597039627039627,10.2471203001614,0.514109323255684,1,0.01875,0.338181818181818,1,0.505238095238095,0.0583854637924517,0.115580786156934,2.23511614759014,0.094612833652647,0.14281014264437,0.17013926184468,0.0980554698488509,0.14281014264437,0.110293574217594,2.22600206317578,0.126639697373053,0,0.0611700606161991,0.0160469081846925,0,0.0172663333702057
"799",1,39,1106,20,50,5,0.5,2,12,4,1,0.25,1,0,1,0,2,0.8,0,1,0.366867170668502,0.716666666666667,10.906990824539,0.496973355049788,0.9125,0.38125,0.432541486291486,0.9125,0.581973026973027,10.7053045695401,0.598851454063005,1,0.025,0.34040404040404,1,0.507435897435897,0.0531982798017633,0.133552451531005,2.89748267909509,0.109172993768529,0.122340121232398,0.164611784127638,0.0666494935462099,0.122340121232398,0.0643538424127753,2.78155996449944,0.227061278657852,0,0.0869815467423074,0.0254062307818762,0,0.0264762745481418
"800",1,39,1156,20,50,5,0.5,3,12,4,1,0.25,1,0,1,0,2,0.8,0,1,0.394016792538738,0.641666666666667,39.6667023370349,2.29879166800039,0.8125,0.44375,0.430642135642136,0.8125,0.55483127983128,38.9919107026009,2.5747490869095,1,0.025,0.339393939393939,1,0.506666666666667,0.0524822776484872,0.153182610895303,12.2664608103818,0.52973857484588,0.196599378914262,0.187938084709328,0.0833827612828261,0.196599378914262,0.100145662940836,11.8893868489174,0.698452047859354,0,0.0512989176042577,0.0124361012373958,0,0.0136797113611354
"801",1,39,1206,20,50,5,0.5,4,12,4,1,0.25,1,0,1,0,2,0.8,0,1,0.187272945972811,0.633333333333333,17.7027508981409,2.87996725336467,0.8375,0.49375,0.516237373737374,0.8375,0.598766788766789,17.3430368602827,2.63368838256004,0.9625,0.09375,0.351515151515152,0.9625,0.512142857142857,0.0582529593142925,0.211856179838287,0.898675501883157,0.405118325265769,0.186289955092649,0.299327645688941,0.187534413755984,0.186289955092649,0.120598956814192,1.02792872090298,0.227411194312533,0.0915868871331308,0.156414387210115,0.0470378165293421,0.0915868871331308,0.0463354570421552
