"","chunkNo","seed","reps","n_bar","J","alpha","type","p","s","default","cov_x","scale","base_mean_x","sigma_x","mean_r","sigma_r","snr","mean_noise","sigma_noise","mean_adj_r_squared","mean_agreement","mean_icc","mean_y_rmse_fixed","mean_beta_rmse_fixed","mean_sensitivity_fixed","mean_specificity_fixed","mean_precision_fixed","mean_recall_fixed","mean_F1_fixed","mean_s_hat_fixed","mean_y_rmse_mixed","mean_beta_rmse_mixed","mean_sensitivity_mixed","mean_specificity_mixed","mean_precision_mixed","mean_recall_mixed","mean_F1_mixed","mean_s_hat_mixed","sd_adj_r_squared","sd_agreement","sd_icc","sd_y_rmse_fixed","sd_beta_rmse_fixed","sd_sensitivity_fixed","sd_specificity_fixed","sd_precision_fixed","sd_recall_fixed","sd_F1_fixed","sd_s_hat_fixed","sd_y_rmse_mixed","sd_beta_rmse_mixed","sd_sensitivity_mixed","sd_specificity_mixed","sd_precision_mixed","sd_recall_mixed","sd_F1_mixed","sd_s_hat_mixed"
"576",47,164,20,3,168,0.333333333333333,4,169,81,1,0.05576108,2,0,1,0,0.2,1.28,0,1,0.523548691411128,0.702958579881657,0.392834921741043,32.8328968984318,0.786771979593487,0.341975308641975,0.776136363636364,0.585375393213928,0.341975308641975,0.430803757532366,47.4,20.5992245261059,2.02268194457914,0.529012345679012,0.551704545454546,0.52110386843326,0.529012345679012,0.524799931031762,82.3,0.0269280146642451,0.0255121372328099,0.0413935811776874,1.62375921954105,0.0529915598508831,0.0472407456015115,0.0462108139015545,0.0679653153430578,0.0472407456015115,0.0527117307115184,4.78374440436734,1.68782333165572,0.181452568704899,0.037845836421042,0.0443151146037122,0.0375548043866355,0.037845836421042,0.036002924520051,3.49586221576008
"577",47,214,20,3,168,0.333333333333333,4,169,81,1,0.05576108,3,0,1,0,0.2,1.28,0,1,0.543574577657216,0.681360946745562,0.477652060521425,43.9754698804062,0.885520782849992,0.32962962962963,0.777840909090909,0.576582995475951,0.32962962962963,0.418668181762199,46.25,27.7330980285026,2.62313335769684,0.525308641975309,0.564204545454545,0.526108940718023,0.525308641975309,0.525268286167959,80.9,0.0257384020059517,0.0208784364075472,0.0409316713655112,2.84849449525795,0.0566211656400633,0.0420287852603472,0.0277066261666108,0.0436367191969807,0.0420287852603472,0.0430942451104849,4.32708726634052,2.15333745004405,0.222209773985318,0.0467928750513194,0.0445903189265873,0.0373423885668949,0.0467928750513194,0.039517713833087,4.78924233102306
"578",47,264,20,3,168,0.333333333333333,4,169,81,1,0.05576108,4,0,1,0,0.2,1.28,0,1,0.552088069413162,0.667455621301775,0.509190574976266,57.7279072965347,0.995146155582297,0.283333333333333,0.788068181818182,0.551472858218632,0.283333333333333,0.374034951498641,41.6,35.931241251017,3.45828561681157,0.523456790123457,0.529545454545455,0.50652226328235,0.523456790123457,0.514443494945156,83.8,0.0152221879890306,0.0339426682621197,0.0304742393555481,1.77627277475862,0.0511179808529216,0.0376758851321412,0.0321993150473295,0.0620825187063968,0.0376758851321412,0.0461048665338314,2.60364117505102,2.31907052165941,0.284515432697869,0.035691387355472,0.0461077467994212,0.0304772714634272,0.035691387355472,0.0297652436173271,4.81882274332424
"579",47,314,20,3,168,0.333333333333333,4,169,81,1,0.05576108,5,0,1,0,0.2,1.28,0,1,0.556471548213755,0.64792899408284,0.518092171638401,69.7127396908479,1.078572072456,0.261111111111111,0.813068181818182,0.560853205162879,0.261111111111111,0.355782161042841,37.6,42.5009593841206,4.33616167041945,0.530864197530864,0.534090909090909,0.512146040328831,0.530864197530864,0.521160840181949,84,0.0334633656541718,0.0336098622230425,0.0321683829617649,3.96219093218866,0.0783035589881995,0.036988271990165,0.0196737610169811,0.0468575834903018,0.036988271990165,0.0428536280771943,3.26706048467523,3.35933789963946,0.438032794002283,0.0384190916155802,0.0408891498448259,0.0350744245954357,0.0384190916155802,0.0353545932982883,3.1455900626282
"580",47,364,20,3,168,0.333333333333333,4,169,81,1,0.05576108,6,0,1,0,0.2,1.28,0,1,0.548679800376592,0.637573964497041,0.525856189253564,83.8503464084519,1.15091229517922,0.225308641975309,0.817045454545455,0.531883313223457,0.225308641975309,0.315956388157717,34.35,52.2445006920971,5.0824028638125,0.507407407407407,0.511363636363636,0.488330544311631,0.507407407407407,0.497232481262906,84.1,0.0396374289707412,0.0352359418021527,0.0272360398017539,4.405661788975,0.0749450333424411,0.0309938796042531,0.0301556423645756,0.0596418221125775,0.0309938796042531,0.0387180029336252,3.29712793679271,4.32672364895242,0.589809946446724,0.053274219399356,0.0426783798442853,0.0360843672295505,0.053274219399356,0.0425017532315105,5.22040530791886
"581",47,64,20,3,168,0.333333333333333,4,169,81,1,0.05576108,0,0,1,0,0.2,1.28,0,1,0.467716579684731,0.679289940828402,0.0238540054582541,19.085155018171,0.621113935535467,0.397530864197531,0.807954545454545,0.657242499345634,0.397530864197531,0.493950480131131,49.1,12.1060718471561,1.22999432625674,0.561111111111111,0.582386363636364,0.553238923272028,0.561111111111111,0.55673672752807,82.2,0.038620430539872,0.0466550021799429,0.0255978253740164,0.761386714892264,0.0320704829401955,0.0584029532532393,0.0512060928097804,0.0749935335351634,0.0584029532532393,0.0618290597251639,5.60920296430222,0.754875156411394,0.0868665692812492,0.0533607310563139,0.0517309925000185,0.0476844290484932,0.0533607310563139,0.0479463845425305,4.54914682573615
"582",47,647,20,3,168,0.333333333333333,4,169,81,1,0.05576108,0,0,1,0,0.2,0.3,0,1,0.186980028783356,0.630473372781065,0.0146592116219804,38.0985725468833,0.727860947305959,0.227777777777778,0.857386363636364,0.597129519639704,0.227777777777778,0.327107810336938,31,23.3622765389756,2.19433488628074,0.543827160493827,0.5625,0.533844302721366,0.543827160493827,0.538437368321395,82.55,0.0414872723779731,0.0336632775515429,0.0216742393788885,1.46784761833498,0.0411207722938186,0.050740748645516,0.0422743671544863,0.0744034723886954,0.050740748645516,0.0585390713764795,6.47261437458661,1.31602738455657,0.177127752131892,0.0452236580673352,0.0443189485886313,0.0391354992670604,0.0452236580673352,0.039631463095879,4.31002503350893
"583",47,697,20,3,168,0.333333333333333,4,169,81,1,0.05576108,1,0,1,0,0.2,0.3,0,1,0.209930804042937,0.663313609467456,0.0607411169584233,47.1899241771717,0.813961485962885,0.266666666666667,0.839204545454545,0.606457872170463,0.266666666666667,0.367582949753574,35.75,29.7091534522334,2.82563481288158,0.532716049382716,0.552272727272727,0.522517550635941,0.532716049382716,0.52726190676181,82.55,0.0540404158077406,0.0387253487572439,0.0460412692904003,1.86445535793476,0.0697885930550361,0.0528964368754368,0.0427221505124755,0.0568852009622937,0.0528964368754368,0.0546592901211096,6.99529917346755,1.90130785578446,0.159554432354325,0.0492648039989078,0.0402863283976509,0.0377388403577017,0.0492648039989078,0.0418072430850893,4.09717489317495
"584",47,747,20,3,168,0.333333333333333,4,169,81,1,0.05576108,2,0,1,0,0.2,0.3,0,1,0.213387926720136,0.631656804733728,0.160355665375964,68.0654724541216,0.938311448334818,0.232716049382716,0.842613636363636,0.576641921786429,0.232716049382716,0.330650471068163,32.7,42.1730508048441,3.90594325957129,0.519753086419753,0.526704545454545,0.502184420778597,0.519753086419753,0.510441653332623,83.75,0.0405563209488243,0.0399422701794056,0.034848840793396,2.83219091331342,0.0712865835248769,0.0384764686087568,0.0304639616236586,0.0626584858264999,0.0384764686087568,0.0459742552271621,3.93499816090374,3.05014569251054,0.361604509963301,0.0514355639984748,0.0348353721602773,0.033307372499791,0.0514355639984748,0.0403134545749706,4.60977222864644
"585",47,797,20,3,168,0.333333333333333,4,169,81,1,0.05576108,3,0,1,0,0.2,0.3,0,1,0.222134179320522,0.634023668639053,0.170824638722263,91.8453461151015,1.16396737245879,0.201851851851852,0.842613636363636,0.545052586968825,0.201851851851852,0.292663430881686,30.2,57.0870229882918,5.48503386406715,0.528395061728395,0.530113636363636,0.509578921922679,0.528395061728395,0.518439153237832,84.15,0.0490519087083136,0.0250511078805035,0.0449833397818398,6.18690283093472,0.111349199586882,0.0412922678011888,0.0427221505124755,0.0772086602478637,0.0412922678011888,0.0495962682321659,5.48298804437296,4.39451676839009,0.528120541246726,0.0391635565698163,0.0561897059776187,0.0403807025841483,0.0391635565698163,0.0372804585652194,4.70470089658373
