"","chunkNo","seed","reps","n_bar","J","alpha","type","p","s","default","cov_x","scale","base_mean_x","sigma_x","mean_r","sigma_r","snr","mean_noise","sigma_noise","mean_adj_r_squared","mean_agreement","mean_icc","mean_y_rmse_fixed","mean_beta_rmse_fixed","mean_sensitivity_fixed","mean_specificity_fixed","mean_precision_fixed","mean_recall_fixed","mean_F1_fixed","mean_s_hat_fixed","mean_y_rmse_mixed","mean_beta_rmse_mixed","mean_sensitivity_mixed","mean_specificity_mixed","mean_precision_mixed","mean_recall_mixed","mean_F1_mixed","mean_s_hat_mixed","sd_adj_r_squared","sd_agreement","sd_icc","sd_y_rmse_fixed","sd_beta_rmse_fixed","sd_sensitivity_fixed","sd_specificity_fixed","sd_precision_fixed","sd_recall_fixed","sd_F1_fixed","sd_s_hat_fixed","sd_y_rmse_mixed","sd_beta_rmse_mixed","sd_sensitivity_mixed","sd_specificity_mixed","sd_precision_mixed","sd_recall_mixed","sd_F1_mixed","sd_s_hat_mixed"
"12",1,68,20,3,168,0.333333333333333,4,185,81,1,0.05576108,0.75,0,1,0,0.5,1.28,0,1,0.526612372985576,0.674864864864865,0.377379954801132,30.7352037868841,0.738174224641918,0.345061728395062,0.784134615384615,0.555605272488789,0.345061728395062,0.424813044277733,50.4,18.6311865777191,2.03242081053883,0.522222222222222,0.571634615384615,0.487033425130807,0.522222222222222,0.503860048098018,86.85,0.0215553940954014,0.038513575902722,0.0395233416818231,1.25706107856699,0.0275276655354538,0.0413311037070701,0.0363106846619095,0.0523890843018874,0.0413311037070701,0.0415655066133344,5.09282260689131,1.31253424110297,0.186092066719183,0.0498837480883914,0.0386477022933684,0.0435328111160908,0.0498837480883914,0.0456356627146483,3.0655127501044
"13",1,701,20,3,168,0.333333333333333,4,185,81,1,0.05576108,0.75,0,1,0,1,0.3,0,1,0.234781794248526,0.611891891891892,0.206643045594557,112.713871205827,1.19696461842066,0.187654320987654,0.875480769230769,0.536597824564454,0.187654320987654,0.277322654321171,28.15,65.0550925692329,6.91278530405876,0.526543209876543,0.524038461538462,0.462286977693587,0.526543209876543,0.491792729324524,92.15,0.0331751296780739,0.0334409345786542,0.0407729647999242,5.97278633401272,0.102644510954086,0.0452458254418673,0.0271023168901839,0.0992853465769093,0.0452458254418673,0.0619186632944588,3.57292449873828,6.43404100022161,0.503477973022703,0.0626026459585744,0.0424890298553691,0.0403889620164598,0.0626026459585744,0.0480920594554287,6.31018391591177
"14",1,751,20,3,168,0.333333333333333,4,185,81,1,0.05576108,0.75,0,1,0,1.5,0.3,0,1,0.241652904572304,0.594594594594595,0.202898574501684,166.479128506478,1.46705589881191,0.122839506172839,0.895192307692308,0.478958379567816,0.122839506172839,0.195065240406246,20.85,95.2680149856293,10.1164324553505,0.509876543209877,0.520673076923077,0.452404535203468,0.509876543209877,0.479187942301769,91.15,0.0344325271164783,0.0231998668994311,0.038850649685868,9.22987680619065,0.13976889796035,0.0298333369969588,0.0262680585508549,0.112512628093915,0.0298333369969588,0.0458356889257989,2.53968501984006,8.09782577395946,0.934176189964211,0.0628360657307169,0.0374714414248246,0.0450807465277166,0.0628360657307169,0.052147342396495,4.17101527461272
"15",1,801,20,3,168,0.333333333333333,4,185,81,1,0.05576108,0.75,0,1,0,2,0.3,0,1,0.232674699717519,0.583513513513514,0.223481433763301,215.099280430289,1.61099213361036,0.118518518518519,0.892307692307692,0.464321341018205,0.118518518518519,0.188250169814218,20.8,123.614688915229,12.6124545772111,0.512962962962963,0.511538461538461,0.44955993160494,0.512962962962963,0.478762436126603,92.35,0.0454755904094165,0.0258030083609486,0.0387814102693294,15.4298852638518,0.219586290238257,0.030870694572833,0.0267635528437869,0.122930993055711,0.030870694572833,0.0472142029055839,2.62778674132715,11.5982317124889,1.34348108441026,0.0546969974079145,0.0385373746280985,0.0354155583164508,0.0546969974079145,0.0422251474392328,5.47025449229982
"16",1,851,20,3,168,0.333333333333333,4,185,81,1,0.05576108,0.75,0,1,0,2.5,0.3,0,1,0.214189033429557,0.574054054054054,0.21136061692847,278.74050268661,1.73369261697895,0.0858024691358025,0.902884615384615,0.40373443732947,0.0858024691358025,0.140981647231112,17.05,158.157327800017,17.1742739612881,0.491975308641975,0.498076923076923,0.43334828968022,0.491975308641975,0.460481377043307,92.05,0.0402795695764974,0.0272028420879466,0.0390208600929835,9.92770954073577,0.180681206104213,0.0336256525191112,0.0241445029506584,0.142021208209288,0.0336256525191112,0.0532570380648938,2.85574213785046,10.8768858798609,1.85739790679271,0.0393015738385944,0.044513705159838,0.0326122784886766,0.0393015738385944,0.0333370117096999,5.07288976090707
"17",1,901,20,3,168,0.333333333333333,4,185,81,1,0.05576108,0.75,0,1,0,3,0.3,0,1,0.20860940085421,0.562702702702703,0.219863583682867,325.189428370288,2.03776990800339,0.0888888888888889,0.924038461538462,0.484708153912539,0.0888888888888889,0.149133048889495,15.1,181.889909200425,19.8545944105699,0.514814814814815,0.508653846153846,0.449114630760582,0.514814814814815,0.479547307053943,92.8,0.05466442789044,0.0292880681268771,0.0437495335128264,17.9645999879701,0.430736663621334,0.0261431538099711,0.0295790828565507,0.113369711336943,0.0261431538099711,0.0401313576244205,3.76828873628335,12.3712030055269,1.45306230422764,0.054934803608116,0.0387011765336502,0.0414790279408515,0.054934803608116,0.0464929768004192,3.60701071744866
"18",1,951,20,3,168,0.333333333333333,4,185,81,1,0.05576108,0.75,0,1,0,3.5,0.3,0,1,0.23496589783736,0.556756756756757,0.232592109314491,386.984093222037,1.9753608140802,0.0796296296296296,0.926442307692308,0.44922748347284,0.0796296296296296,0.134650655900989,14.1,218.790568331289,22.4609322429948,0.522839506172839,0.511057692307692,0.454881806888149,0.522839506172839,0.48615029465922,93.2,0.0437414608791299,0.0293457683259804,0.0398784069209383,18.3793607176006,0.30183623730666,0.0311487854235347,0.0171651235600785,0.122090416361221,0.0311487854235347,0.0496679485687539,2.712543960352,15.3295112795157,1.71106236187623,0.0405077314913493,0.0448051727324138,0.0329860331768789,0.0405077314913493,0.0338182017575129,5.09488907993512
"19",10,1010,20,3,168,0.333333333333333,4,185,81,1,0.05576108,0.75,0,1,0,4,0.3,0,1,0.230939663324471,0.555945945945946,0.224101175325033,440.573008228233,2.24711378151338,0.0716049382716049,0.933173076923077,0.458573093573094,0.0716049382716049,0.123365539048538,12.75,251.902659463551,25.8713169696159,0.505555555555556,0.508173076923077,0.444251048253534,0.505555555555556,0.472671975326998,92.1,0.0487989045874855,0.0269001288342323,0.0418756095634948,19.4740402980177,0.339193983502671,0.024232248899907,0.0223822135834611,0.142951399945806,0.024232248899907,0.040547967308286,2.38139720155604,19.3478883262048,2.29328184101895,0.0572760799862883,0.0389986534436024,0.040901221091767,0.0572760799862883,0.047062484496486,4.31521177134784
"20",10,127,20,3,168,0.333333333333333,4,185,81,1,0.05576108,0.75,0,1,0,1,1.28,0,1,0.532062411037461,0.661081081081081,0.493729328390532,54.8503016234133,0.942375491933986,0.258641975308642,0.796634615384615,0.500958600233363,0.258641975308642,0.340389379397795,42.1,33.0075174246743,3.404925838672,0.510493827160494,0.536057692307692,0.461722063257317,0.510493827160494,0.484540259097551,89.6,0.0197433859115393,0.0394144211881048,0.0368619841874942,2.8920656470387,0.0642258781862827,0.046275715590102,0.0488575291992123,0.0930719791694888,0.046275715590102,0.0593275631470888,4.20400811256666,2.61165368091573,0.198319854879726,0.0507091196889469,0.0456231081867825,0.0408723923512935,0.0507091196889469,0.0434102782416659,4.92469609000874
"21",10,177,20,3,168,0.333333333333333,4,185,81,1,0.05576108,0.75,0,1,0,1.5,1.28,0,1,0.548278619154296,0.627567567567568,0.533861443116666,80.5489561911551,1.07662575228922,0.237037037037037,0.833653846153846,0.528972591994029,0.237037037037037,0.326759504475967,36.5,47.3095581524259,4.9720874494542,0.510493827160494,0.525480769230769,0.455089856284554,0.510493827160494,0.480927053245472,90.7,0.0341855024223246,0.0285973399204328,0.031748224580656,3.96892407432093,0.0685856830957206,0.038335480870955,0.0387263153323606,0.0930381970403463,0.038335480870955,0.0519702054270356,3.33245602490036,2.61201182773977,0.436720808714427,0.063493288249994,0.0369483455624292,0.043865106995032,0.063493288249994,0.0519795352971949,4.4967824754572
"22",10,227,20,3,168,0.333333333333333,4,185,81,1,0.05576108,0.75,0,1,0,2,1.28,0,1,0.54529405577313,0.615945945945946,0.530163320262798,106.159738710937,1.20720108548634,0.188271604938272,0.837980769230769,0.471611719173208,0.188271604938272,0.268505065375539,32.1,62.8173611019994,6.49359608253431,0.519135802469136,0.516346153846154,0.45544821402388,0.519135802469136,0.485096275957692,92.35,0.0262962825211297,0.0230318883067429,0.0307867544774699,6.58368958742274,0.0933243633941935,0.0425551435785185,0.0207579347749141,0.069830630228261,0.0425551435785185,0.0538384704562708,3.43204711046061,5.09746423708547,0.69536930221999,0.0352560757759317,0.0319820439734163,0.0286759027406585,0.0352560757759317,0.0307070660613701,2.96070759678902
"23",10,27,20,3,168,0.333333333333333,4,185,81,1,0.05576108,0.75,0,1,0,0,1.28,0,1,0.472278016895357,0.686756756756757,0.0190611727368918,18.4828755322898,0.594399149617462,0.395679012345679,0.821153846153846,0.63152525424387,0.395679012345679,0.485117619841273,50.65,11.5588163809123,1.23172875153339,0.551851851851852,0.599038461538462,0.517249200937912,0.551851851851852,0.53358132740989,86.4,0.0316079433445648,0.0308018254473037,0.0232000959092343,0.640655130312962,0.0305551859421054,0.0657525225328322,0.0354872214161212,0.0665604197506837,0.0657525225328322,0.0660238571363079,5.80630328993731,0.523384435360959,0.0609545022689975,0.0568014227253971,0.0418660236524606,0.0436393593273357,0.0568014227253971,0.0478904374260416,4.92469609000874
"24",10,277,20,3,168,0.333333333333333,4,185,81,1,0.05576108,0.75,0,1,0,2.5,1.28,0,1,0.558015260126297,0.612702702702703,0.545359633553728,132.411739468344,1.35445001840111,0.170987654320988,0.860096153846154,0.486496211538753,0.170987654320988,0.25222523504205,28.4,76.7444877403024,8.21473319294011,0.512962962962963,0.516346153846154,0.451675480641411,0.512962962962963,0.479960731771398,91.85,0.0242080286111116,0.0315808055019564,0.0270374681857754,8.6759441468499,0.152702005759743,0.0349819719032716,0.0236507189927862,0.0617280733514442,0.0349819719032716,0.0445526483074593,3.76129876785302,5.9291355865931,0.779871014300622,0.0612030930029034,0.0370568385132616,0.0383897931609511,0.0612030930029034,0.0468847848309706,5.52768153549883
