"","X","chunkNo","seed","reps","n_bar","J","alpha","type","p","s","default","cov_x","scale","base_mean_x","sigma_x","mean_r","sigma_r","mean_noise","sigma_noise","mean_adj_r_squared","mean_agreement","mean_y_rmse_fixed","mean_beta_rmse_fixed","mean_sensitivity_fixed","mean_specificity_fixed","mean_precision_fixed","mean_recall_fixed","mean_F1_fixed","mean_y_rmse_mixed","mean_beta_rmse_mixed","mean_sensitivity_mixed","mean_specificity_mixed","mean_precision_mixed","mean_recall_mixed","mean_F1_mixed","sd_adj_r_squared","sd_agreement","sd_y_rmse_fixed","sd_beta_rmse_fixed","sd_sensitivity_fixed","sd_specificity_fixed","sd_precision_fixed","sd_recall_fixed","sd_F1_fixed","sd_y_rmse_mixed","sd_beta_rmse_mixed","sd_sensitivity_mixed","sd_specificity_mixed","sd_precision_mixed","sd_recall_mixed","sd_F1_mixed"
"688",1,3,50170,20,80,5,0,1,16,4,1,0.25,2,0,1,0,2,0,1,0.980750212227623,1,1.84834703878955,0.263608479569508,1,0,0.25,1,0.4,1.70609978543533,0.264021527768469,1,0,0.25,1,0.4,0.011325108301067,0,0.0764432059005846,0.0136871961055301,0,0,0,0,0,0.0604402120809683,0.012860712004563,0,0,0,0,0
"689",1,3,50220,20,20,5,1,1,16,4,1,0.25,2,0,1,0,2,0,1,0.96605060216605,0.878125,1.72734993156899,0.286547807092196,1,0.1625,0.286501831501832,1,0.444910560715514,1.54639901422522,0.292446612269093,1,0,0.25,1,0.4,0.0443645687682283,0.0716206885356165,0.15421813761421,0.0398363629048817,0,0.095494251380822,0.0233557098121108,0,0.0281912993336043,0.189175481246673,0.0407893164364116,0,0,0,0,0
"690",1,3,61170,20,80,5,0,2,8,4,1,0.25,3,0,1,0,2,0,1,0.991011927868827,1,2.01552357856807,0.286467970010031,1,0,0.5,1,0.666666666666667,1.77688535451723,0.319735218584983,1,0,0.5,1,0.666666666666667,0.00478148248738787,0,0.0770582720642398,0.0292801784751743,0,0,0,0,0,0.0571739573139122,0.0234962480640489,0,0,0,0,0
"691",1,3,61220,20,20,5,1,2,8,4,1,0.25,3,0,1,0,2,0,1,0.986634475098106,0.98125,1.96504710352533,0.320412205018827,1,0.025,0.508333333333333,1,0.673333333333333,1.68208958735722,0.342097991108588,1,0.0125,0.503571428571429,1,0.66969696969697,0.013049475840801,0.0838525491562421,0.19566317660325,0.0593951443686182,0,0.111803398874989,0.0372677996249965,0,0.0298142396999972,0.151984035106703,0.0492982052390957,0,0.0559016994374947,0.0159719141249985,0,0.0135519271363624
"692",1,3,61270,20,40,5,1,2,8,4,1,0.25,3,0,1,0,2,0,1,0.982621235116118,1,1.98302310536673,0.307664797292642,1,0,0.5,1,0.666666666666667,1.73156304784088,0.333094568294697,1,0,0.5,1,0.666666666666667,0.0176687885060972,0,0.0961789264797411,0.0427378618370158,0,0,0,0,0,0.0774431847122445,0.0284786158534585,0,0,0,0,0
"693",1,3,61320,20,60,5,1,2,8,4,1,0.25,3,0,1,0,2,0,1,0.99009849737267,1,1.98479213686591,0.287330416623579,1,0,0.5,1,0.666666666666667,1.74491750197522,0.312765786599986,1,0,0.5,1,0.666666666666667,0.00790905987529789,0,0.0935060703585325,0.0352354069505157,0,0,0,0,0,0.0896246415247656,0.0333283153347433,0,0,0,0,0
"694",1,3,61370,20,80,5,1,2,8,4,1,0.25,3,0,1,0,2,0,1,0.983258903322739,1,2.03960449156846,0.295541064958567,1,0,0.5,1,0.666666666666667,1.79036698049697,0.32147442071124,1,0,0.5,1,0.666666666666667,0.0148715749583405,0,0.0789162511810678,0.028575462158169,0,0,0,0,0,0.0764851509896908,0.0236264026349202,0,0,0,0,0
"695",1,3,70,20,40,5,0,1,8,4,1,0.25,0,0,1,0,2,0,1,0.432443508852567,0.89375,2.47575200866131,0.343273341262104,1,0.1125,0.53452380952381,1,0.695151515151515,1.78171169988926,0.319307802111459,1,0.2,0.569047619047619,1,0.72030303030303,0.0938522033838514,0.116662750560841,0.384427662346041,0.0547165511084079,0,0.171583185288315,0.0548816387455109,0,0.0445405176880011,0.115234680703916,0.0356529094048754,0,0.237863295546877,0.110845248222855,0,0.075422544663941
"696",1,3,72320,20,60,5,1,3,16,4,1,0.25,3,0,1,0,2,0,1,0.982185471591442,0.965625,8.60908687271927,1.66305950775607,0.9875,0.0416666666666667,0.256071428571429,0.9875,0.406491228070175,8.35256191252482,1.69308797496003,1,0,0.25,1,0.4,0.0207343538253584,0.0515986217176185,0.314104222944136,0.0998690559064899,0.0559016994374947,0.0634071591877235,0.0165404277480816,0.0559016994374947,0.0239047335351967,0.339830809910992,0.103501105341414,0,0,0,0,0
"697",1,3,72370,20,80,5,1,3,16,4,1,0.25,3,0,1,0,2,0,1,0.987354027980052,0.98125,8.61846491605933,1.63833621190027,0.975,0.0166666666666667,0.248214285714286,0.975,0.395614035087719,8.35098803641161,1.66813494430278,1,0,0.25,1,0.4,0.0116283680412642,0.0357025356610925,0.343513486504275,0.10485206352011,0.0769483764063866,0.0341992784028385,0.0154665479889764,0.0769483764063866,0.02562971477734,0.346450231506627,0.107255907605508,0,0,0,0,0
"698",1,30,11097,20,40,5,0,2,16,4,1,0.25,0,0,1,0,2,0,1,0.468753164939246,0.759375,2.32168035510224,0.282814147127147,1,0.308333333333333,0.333524808524809,1,0.497630350385768,1.67626358755234,0.270612907431598,1,0.1625,0.295793650793651,1,0.452644752907911,0.0865416216560595,0.0999074407165268,0.407783635624947,0.0274894207733619,0,0.157882553136169,0.0580846554845721,0,0.0625720543082205,0.0911477781113379,0.0219067742089938,0,0.197711689792743,0.0700153049228966,0,0.076034185120133
"699",1,30,11147,20,60,5,0,2,16,4,1,0.25,0,0,1,0,2,0,1,0.464597234580454,0.80625,2.33165655094413,0.273350490257516,1,0.208333333333333,0.300397102897103,1,0.460863433092535,1.70545346299896,0.258488828819247,1,0.183333333333333,0.311867299367299,1,0.465521892967713,0.0773144673679658,0.114528495649727,0.304872907935543,0.0225496053300314,0,0.133825844757828,0.0365673978408983,0,0.042872300092684,0.0847158470813682,0.0247669929775767,0,0.23195079131282,0.123127185184679,0,0.112061308678087
"700",1,30,11197,20,80,5,0,2,16,4,1,0.25,0,0,1,0,2,0,1,0.418551276984605,0.790625,2.62608648825099,0.271627308202899,1,0.229166666666667,0.303919413919414,1,0.465608875128999,1.75275959492929,0.254871408637362,1,0.191666666666667,0.3375,1,0.483625730994152,0.08039967566428,0.131843894435806,0.403129806228184,0.0306320588425573,0,0.0931694990624912,0.025407262936048,0,0.0299313228600934,0.0545481098333518,0.0256072964024001,0,0.30240265941465,0.182002747232013,0,0.162927885213299
